	1	2	3	4	integrase	excisionase	recombinase	transposase	lysogen	temperate	parA|ParA|parB|ParB	search_hits	feature_importance
44	PHA02601	int	integrase; Provisional	333	1	0	0	0	0	0	0	1	0.0031750076452273534
115	cd01120	RecA-like_NTPases	RecA-like NTPases. This family includes the NTP binding domain of F1 and V1 H+ATPases, DnaB and related helicases as well as bacterial RecA and related eukaryotic and archaeal recombinases. This group also includes bacterial conjugation proteins and related DNA transfer proteins involved in type II and type IV secretion.	165	0	0	1	0	0	0	0	1	0.003137510483024665
337	pfam14706	Tnp_DNA_bind	Transposase DNA-binding. This domain occurs at the C-terminus of transposases including E. coli tnpA. TnpA encodes a transposase and an inhibitor protein, the inhibitor only differs from the transposase by the absence of the N-terminal 55 amino acids, which includes most of this domain. This domain consists of alpha helices and turns, and functions as a DNA-binding domain.	57	0	0	0	1	0	0	0	1	0.0030344506827013518
130	cd01195	INT_C_like_5	Uncharacterized site-specific tyrosine recombinase, C-terminal catalytic domain. Tyrosine recombinase (integrase) belongs to a DNA breaking-rejoining enzyme superfamily. The catalytic domain contains six conserved active site residues. The recombination reaction involves cleavage of a single strand of a DNA duplex by nucleophilic attack of a conserved tyrosine to give a 3' phosphotyrosyl protein-DNA adduct. In the second rejoining step, a terminal 5' hydroxyl attacks the covalent adduct to release the enzyme and generate duplex DNA. Many DNA breaking-rejoining enzymes also have N-terminal domains, which show little sequence or structure similarity.	170	1	0	1	0	0	0	0	2	0.002947606523999175
43	PHA02518	PHA02518	ParA-like protein; Provisional	211	0	0	0	0	0	0	1	1	0.0028740340971904646
238	pfam04855	SNF5	SNF5 / SMARCB1 / INI1. SNF5 is a component of the yeast SWI/SNF complex, which is an ATP-dependent nucleosome-remodelling complex that regulates the transcription of a subset of yeast genes. SNF5 is a key component of all SWI/SNF-class complexes characterized so far. This family consists of the conserved region of SNF5, including a direct repeat motif. SNF5 is essential for the assembly promoter targeting and chromatin remodelling activity of the SWI-SNF complex. SNF5 is also known as SMARCB1, for SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin, subfamily b, member 1, and also INI1 for integrase interactor 1. Loss-of function mutations in SNF5 are thought to contribute to oncogenesis in malignant rhabdoid tumors (MRTs).	180	1	0	0	0	0	0	0	1	0.0028466515864494614
60	PRK09692	PRK09692	integrase; Provisional	413	1	0	0	0	0	0	0	1	0.0028172595365853143
119	cd01184	INT_C_like_1	Uncharacterized site-specific tyrosine recombinase, C-terminal catalytic domain. Tyrosine recombinase (integrase) belongs to a DNA breaking-rejoining enzyme superfamily. The catalytic domain containing six conserved active site residues. The recombination reaction involves cleavage of a single strand of a DNA duplex by nucleophilic attack of a conserved tyrosine to give a 3' phosphotyrosyl protein-DNA adduct. In the second rejoining step, a terminal 5' hydroxyl attacks the covalent adduct to release the enzyme and generate duplex DNA. Many DNA breaking-rejoining enzymes also have N-terminal domains, which show little sequence or structure similarity.	180	1	0	1	0	0	0	0	2	0.0027999430004025665
330	pfam13976	gag_pre-integrs	GAG-pre-integrase domain. This domain is found associated with retroviral insertion elements and lies just upstream of the integrase region on the polyproteins.	67	1	0	0	0	0	0	0	1	0.002788419917127339
61	PRK09870	PRK09870	tyrosine recombinase; Provisional	200	0	0	1	0	0	0	0	1	0.0027810535432808386
79	TIGR02224	recomb_XerC	tyrosine recombinase XerC. The phage integrase family describes a number of recombinases with tyrosine active sites that transiently bind covalently to DNA. Many are associated with mobile DNA elements, including phage, transposons, and phase variation loci. This model represents XerC, one of two closely related chromosomal proteins along with XerD (TIGR02225). XerC and XerD are site-specific recombinases which help resolve chromosome dimers to monomers for cell division after DNA replication. In species with a large chromosome and homologs of XerC on other replicons, the chomosomal copy was preferred for building this model. This model does not detect all XerC, as some apparent XerC examples score in the gray zone between trusted (450) and noise (410) cutoffs, along with some XerD examples. XerC and XerD interact with cell division protein FtsK. [DNA metabolism, DNA replication, recombination, and repair]	295	1	0	1	0	0	0	0	2	0.0027169924662948128
288	pfam12323	HTH_OrfB_IS605	Helix-turn-helix domain. This is the N terminal helix-turn-helix domain of Transposase_2 pfam01385.	47	0	0	0	1	0	0	0	1	0.0027097633426781875
213	pfam01710	HTH_Tnp_IS630	Transposase. Transposase proteins are necessary for efficient DNA transposition. This family includes insertion sequences from Synechocystis PCC 6803 three of which are characterized as homologous to bacterial IS5- and IS4- and to several members of the IS630-Tc1-mariner superfamily.	119	0	0	0	1	0	0	0	1	0.0024860667549969776
314	pfam13518	HTH_28	Helix-turn-helix domain. This helix-turn-helix domain is often found in transposases and is likely to be DNA-binding.	52	0	0	0	1	0	0	0	1	0.002451119325536711
208	pfam01548	DEDD_Tnp_IS110	Transposase. Transposase proteins are necessary for efficient DNA transposition. This family includes an amino-terminal region of the pilin gene inverting protein (PIVML) and of members of the IS111A/IS1328/IS1533 family of transposases. The C-terminus is represented by family pfam02371.	155	0	0	0	1	0	0	0	1	0.002375442241645963
309	pfam13356	Arm-DNA-bind_3	Arm DNA-binding domain. This DNA-binding domain is found at the N-terminus of a wide variety of phage integrase proteins.	77	1	0	0	0	0	0	0	1	0.0023069531477646122
71	TIGR01633	phi3626_gp14_N	putative phage tail component, N-terminal domain. This model represents the best-conserved region of about 125 amino acids, toward the N-terminus, of a family of proteins from temperate phage of a number of Gram-positive bacteria. These phage proteins range in length from 230 to 525 amino acids. [Mobile and extrachromosomal element functions, Prophage functions]	124	0	0	0	0	0	1	0	1	0.002262555763393153
222	pfam02914	DDE_2	Bacteriophage Mu transposase. 	217	0	0	0	1	0	0	0	1	0.0021997951968856146
345	pfam17762	HTH_ParB	HTH domain found in ParB protein. 	52	0	0	0	0	0	0	1	1	0.0021298798658136143
327	pfam13843	DDE_Tnp_1_7	Transposase IS4. 	352	0	0	0	1	0	0	0	1	0.0020381490163778712
364	pfam18803	CxC2	CxC2 like cysteine cluster associated with KDZ transposases. A predicted Zinc chelating domain present N-terminal to the KDZ transposase domain.	107	0	0	0	1	0	0	0	1	0.001879598292963819
8	COG2452	COG2452	Predicted site-specific integrase-resolvase  [Mobilome: prophages, transposons]. 	193	1	0	0	0	0	0	0	1	0.0018329674016981767
12	COG2963	InsE	Transposase and inactivated derivatives [Mobilome: prophages, transposons]. 	116	0	0	0	1	0	0	0	1	0.0017924035095529833
64	PRK13413	mpi	master DNA invertase Mpi family serine-type recombinase. 	200	0	0	1	0	0	0	0	1	0.0017895610212174333
253	pfam07022	Phage_CI_repr	Bacteriophage CI repressor helix-turn-helix domain. This family consists of several phage CI repressor proteins and related bacterial sequences. The CI repressor is known to function as a transcriptional switch, determining whether transcription is lytic or lysogenic.	65	0	0	0	0	1	0	0	1	0.001783965815986679
194	cd18974	CD_POL_like	chromodomain of Penicillium solitum protein PENSOL_c198G03123. This subgroup includes the CHROMO (CHRromatin Organization Modifier) domain found in Penicillium solitum protein PENSOL_c198G03123 a putative polyprotein from a Ty3/Gypsy long terminal repeat (LTR) retroelement. The pol gene in TY3/gypsy elements generally encodes domains in the following order: an aspartyl protease, a reverse transcriptase, RNase H, and an integrase, here the chromodomain is found at the C-terminus of the integrase domain. The chromodomain, is a conserved region of about 50 amino acids, found in a variety of chromosomal proteins, and implicated in the binding, of the proteins in which it is found, to methylated histone tails and maybe RNA. A chromodomain may occur as a single instance, in a tandem arrangement, or followed by a related chromo shadow domain.	50	1	0	0	0	0	0	0	1	0.0017606002506555685
181	cd16411	ParB_N_like	"ParB N-terminal, parA -binding, domain of bacterial and plasmid parABS partitioning systems. This family represents the N-terminal domain of ParB, a DNA-binding component of the prokaryotic parABS partitioning system. parABS contributes to the efficient segregation of chromosomes and low-copy number plasmids to daughter cells during prokaryotic cell division. The process includes the parA (Walker box) ATPase, the ParB DNA-binding protein and a parS cis-acting DNA sites. Binding of ParB to centromere-like parS sites is followed by non-specific binding to DNA (""spreading"", which has been implicated in gene silencing in plasmid P1) and oligomerization of additional ParB molecules near the parS sites. It has been proposed that ParB-ParB cross-linking compacts the DNA, binds to parA via the N-terminal region, and leads to parA separating the ParB-parS complexes and the recruitment of the SMC (structural maintenance of chromosomes) complexes. The ParB N-terminal domain of Bacillus subtilis and other species contains a Arginine-rich ParB Box II with residues essential for bridging of the ParB-parS complexes. The arginine-rich ParB Box II consensus (I[VIL]AGERR[FYW]RA[AS] identified in several species is partially conserved with this family and related families. Mutations within the basic columns particularly debilitate spreading from the parS sites and impair SMC recruitment. The C-terminal domain contains a HTH DNA-binding motif and is the primary homo-dimerization domain, and binds to parS DNA sites. Additional homo-dimerization contacts are found along the N-terminal domain, but dimerization of the N-terminus may only occur after concentration at ParB-parS foci."	90	0	0	0	0	0	0	1	1	0.0017527531780866298
